Resumen generado por la IA,AI keywords,País,URL,Instituciones,Destinatarios,Fecha de cierre,Publicar,Geolocation,Latitude,Longitude,Nombre,Entidad,Nueva?,Related 146 Oportunidades,Rollup,Total de nuevas
Fondo Artes Formadores 2024,Programa para Formadores,,https://www.recursosculturales.com/fondo-nacional-de-las-artes-formadores/,,,"September 24, 2024",No,,,,Fondo Nacional de las Artes – Programa para Formadores 2024 (Argentina),,0,,,
Fondo Nacional Artes 2024,"Becas de investigación, Premio Internacional, recursos culturales",,https://www.recursosculturales.com/fondo-nacional-de-las-artes-becas-prestamos-concursos/,,,"September 19, 2024",No,,,,"Fondo Nacional de las Artes abre líneas de becas, préstamos y concursos 2024",,0,,,
Concurso Proy. Culturales 2024,"convocatoria, recursos culturales",Argentina,https://www.recursosculturales.com/fondo-nacional-de-las-artes-concurso-de-proyectos/,,,"November 7, 2024",Yes,,,,Fondo Nacional de las Artes: Concurso de Proyectos para Entidades Culturales 2024,,0,,,
Fondo Artes: Préstamos Cult,Préstamos para industrias culturales,Argentina,https://www.recursosculturales.com/fondo-nacional-de-las-artes-prestamos-industrias-culturales/,,,"December 31, 2026",No,,,,Fondo Nacional de las Artes: línea de Préstamos para industrias culturales,Fondo Nacional de las Artes,0,,,
Préstamos Proy. Culturales,Préstamos Culturales,Argentina,https://www.recursosculturales.com/fondo-nacional-de-las-artes-prestamos/,,,,Yes,,,,Fondo Nacional de las Artes: línea de Préstamos para Proyectos Culturales,Fondo Nacional de las Artes,0,,,
COFUND de Marie Skłodowska-Curie,,Unión Europea,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/marie-curie-ue-redes,Marie Skłodowska-Curie,Posgrado,,No,"50.85045, 4.34878.",50.85045,4.34878.,Fondos COFUND de Marie Skłodowska-Curie de cofinanciación de programas doctorales y posdoctorales con la Unión Europea,,0,,,
Fondos de investigación en Reino Unido,"Becas de investigación en Reino Unido, Fondos de investigación en Reino Unido, Global Challenges",Reino Unido,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-de-investigacion-de-global-challenges-en-reino-unido,Global Challenges,Posgrado,,No,"51.5074, -0.1278",51.5074,-0.1278,Fondos de investigación de Global Challenges en Reino Unido,,0,,,
Fondos OCSNU,"Becas de posgrado, Cooperación Sur-Sur, Naciones Unidas",Múltiples destinos,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-sur-sur-para-realizar-maestrias-investigacion,Oficina de Cooperación Sur-Sur de Naciones Unidas,Posgrado,,No,"-34.603722, -58.381592",-34.603722,-58.381592,Fondos de la Oficina de Cooperación Sur-Sur de Naciones Unidas,,0,,,
Food y Cultura,,,https://www.eraliving.com/,,,"October 13, 2024",No,,,,"Food, Conviviality and Culture",,0,,,
,Premio Internacional,España,https://www.forma.cat/?mc_cid=f2809328c3&mc_eid=2e524b8e3a,,,"August 16, 2024",No,,,,Forma. Espais d’art contemporani Balaguer - 2024,,0,,,
FotoComBA Fotografía Expandida,"Premio Internacional de Fotografía, Programa Internacional de Fotografía Expandida",,https://www.arteinformado.com/agenda/f/fotocomba-programa-internacional-de-fotografia-expandida-2025-233728,,,"February 1, 2025",Yes,,,,FotoComBA Programa Internacional de Fotografía Expandida 2025,FotoComBA,0,,,
,residencia artística,Argentina,https://www.fotocreativaba.com/residencia-buenosaires,,,,No,,,,FotoCreativaBA | Residencia Artística 2024,,0,,,
FotoCreativaBA 2024,,,https://www.arteinformado.com/agenda/f/fotocreativaba-residencia-artistica-2024-member-of-res-artis-219823,,,,No,,,,FotoCreativaBA Residencia Artística 2024 [Member of Res Artis],,0,,,
FotoCreativaBA 2024-25,"oportunidad para artistas, programa de residencia, residencia artística",Argentina,https://www.arteinformado.com/agenda/f/fotocreativaba-residencia-artistica-2024-2025-member-of-res-artis-233731,,,"December 1, 2024",Yes,,,,FotoCreativaBA Residencia Artística 2024-2025 [Member of Res Artis],Res Artis,0,,,
Fotofestiwal,,,https://www.recursosculturales.com/fotofestiwal-festival/,,,,No,,,,Fotofestiwal Festival Internacional de Fotografía,Fotofestiwal,0,,,
,Concurso Fotográfico,Colombia,https://app.datarte.art/convocatorias/fotomaraton-2024,,,"August 22, 2024",No,,,,Fotomaratón 2024,,0,,,
Foundry Gallery Artists' Choice: 2024 Regional Jur...,Arte contemporáneo,,https://client.smarterentry.com/FoundryGallery,,,"July 1, 2024",No,,,,FOUNDRY GALLERY ARTISTS’ CHOICE: 2024 REGIONAL JUR...,,0,,,
FRAME ART FINLANDIA,,,https://es.artealdia.com/Convocatorias/FRAME-CONTEMPORARY-ART-FINLANDIA-CONVOCATORIA-DE-BECAS-DE-INVESTIGACION-CURATORIAL,,,,No,,,,FRAME CONTEMPORARY ART FINLANDIA CONVOCATORIA DE BECAS DE INVESTIGACION CURATORIAL,,0,,,
Naturaleza Fragmentada,convocatoria de arte,España,https://www.arteinformado.com/agenda/f/convocatoria-de-arte-naturaleza-fragmentada-para-exponer-en-madrid-234608,,Revisar,"December 31, 2024",Yes,,,,"Franquearte: Convocatoria de Arte ""Naturaleza Fragmentada"" ",Franquearte,1,Total (https://www.notion.so/Total-1519dd874b3a8033a633f021cec697ce?pvs=21),,1
Heliografía a IA: Fotografía,"Arte Digital, Artificial Intelligence, fotografía",,https://www.ph21gallery.com/cfe-photographic-diversity-barcelona,,,"October 21, 2024",No,,,,From Heliography to AI: Celebrating Photographic D...,,0,,,
Full Circle: Vel. de Luz,,,https://mosaicartcollective.com/,,,"September 1, 2024",No,,,,Full Circle: The Speed of Light,,0,,,
,,,https://www.recursosculturales.com/fundacion-cultural-grammy-investigacion-preservacion/,,,,No,,,,Fundación Grammy ofrece subvenciones de Investigación y Preservación,,0,,,
Fundación Williams y Gob. Francés,Becas de Intercambio,Argentina,orillasnuevas.org,,,"July 31, 2024",No,,,,Fundación Williams y Gob. Francés: proyectos en la Argentina.,,0,,,
,,,https://amlatina.contemporaryand.com/es/opportunities/funk-arte-e-resistencia/,,,,No,,,,"Funk, Arte e Resistência",,0,,,
Colorful Abstractsion Art,exposición colectiva,EEUU,https://www.fusionartps.com/everything-abstract-2024-art-competition/,,,"December 1, 2024",Yes,,,,Fusion Art: 9th Annual Colorful Abstractsion Art E...,Fusion Art,0,,,
Fuso Insular Lab,Fuso Insular Laboratorio,,https://fusovideoarte.com/fuso-insular/laboratorio/,,,"June 20, 2024",No,,,,Fuso,,0,,,
,,,https://www.theholyart.com/futurestars,,,"August 9, 2024",No,,,,Future Stars: 5th Edition,,0,,,
Public Art Billboard Series,,,https://www.saveartspace.org/untitledspace,,,"August 7, 2024",No,,,,Future Vision: Public Art Billboard Series + Exhib...,,0,,,
FUTURISTIC VISIONS,FUTURISTIC VISIONS Fine Art Competition,,https://koisartistaward.com/futuristic-visions-online-art-competition/,,,"July 1, 2024",No,,,,FUTURISTIC VISIONS Fine Art Competition,,0,,,
Gallery 4%: Contest Figurativo,Premio Internacional,Estados Unidos,https://www.gallery4percent.com/forms-and-figures,,,"August 28, 2024",No,,,,Gallery 4%: Figurative Contest,,0,,,
Ajardinadas en PACA,,,https://www.arteinformado.com/agenda/f/gardening-residencies-residencias-ajardinadas-en-paca-asturias-primavera-y-otono-2024-228433,,,,No,,,,Gardening Residencies. Residencias Ajardinadas en PACA (Asturias): primavera y otoño 2024,,0,,,
Gasworks: Artista Argentino,"Convocatorias, Residencia para artistas, oportunidad para artistas",Reino Unido,https://www.gasworks.org.uk/opportunities/residency-open-call-for-argentine-artists-based-in-argentina-2024,,Destacar,"November 4, 2024",Yes,,,,Gasworks: Residency open call for Argentine artist...,Gasworks,0,,,
Getxophoto Open Call 2025,Open Call Getxophoto,España,https://www.arteinformado.com/agenda/f/getxophoto-open-call-2025-233250,,,"October 31, 2024",No,,,,Getxophoto Open Call 2025,,0,,,
Gibbs St. RA 2024-2025: Free,,,https://visarts.submittable.com/submit,,,,No,,,,"Gibbs Street Resident Artists 2024-2025: Free, Ope...",,0,,,
Comp. Fotografía Global,,,https://www.candcgallerycompetition.com/competition-rules,,,"August 2, 2024",No,,,,GLOBAL FINE ART PHOTOGRAPHY COMPETITION,,0,,,
GFA diseño calzado,,,https://www.recursosculturales.com/global-footwear-awards-2/,,,,No,,,,Global Footwear Awards (GFA) abren su convocatoria para diseño de calzado,,0,,,
G&Ms 2024,,,https://www.oacmn.com/,,,"August 3, 2024",No,,,,Gods & Monsters 2024,,0,,,
,,,https://www.cm-gois.pt/viver/cultura/agenda-proximos-eventos/evento/gois-oroso-arte-2024?fbclid=IwZXh0bgNhZW0CMTAAAR1GtLV6gWwWiQZOEY6LOdusCVL3MV5ktPTMAqqgBwu9AWhBQ7DLZjJdLD8_aem_AZ3Y_Dscd_5MWUZwpw8RHtmIZes_MxjeJLv3FCP-KS0gIx4FVFGpauu-_yRV3MU6i4aKuEdj5OafsO44uGIdaaO7,,,,No,,,,Góis Oroso Arte 2024,,0,,,
,,,https://www.arquetopia.org/gold-leafing-residency,,,"January 2, 2025",No,,,,Gold Leafing & Estofado Instructional Residency Pr...,,0,,,
,,,https://docs.google.com/forms/d/e/1FAIpQLSd7aMRyUz71ZoH9V8m39yty_ePx0O_Rx8xYjuJ-69aF98AadA/viewform?fbclid=IwZXh0bgNhZW0CMTAAAR1xXyM5zBK9_BDZegToKm_0Nz16smb-gBWCA8f2dl5_tZhC0VhzkTapeW0_aem_AXqBFi6UuPdzHSR3Z6l2AMZwR6eon7Y-5sjvBhBeCvl6Hk5Qvr1AKfYRWuL9olgRopksDCbO_uGhOb9NIy2ZLiaC,,,,No,,,,Google Forms: Sign-in,,0,,,
,,,https://www.mvvoart.com/call-for-artists,,,"August 1, 2024",No,,,,Got Art?,,0,,,
Fonds Roberto Cimetta,movilidad,Portugal,https://www.cimettafund.org/en/mobility-grants/,,,"September 16, 2024",No,,,,Grants & Opportunities – Fonds Roberto Cimetta,,0,,,
Grants for Artists & Photogs,,,https://innovateartistgrants.org/,,,"September 14, 2024",No,,,,"﻿Grants for Artists and Photographers",,0,,,
Green Olive Arts,"oportunidad para artistas, programa de residencia, residencia de artistas",Marruecos,https://greenolivearts.com/art-residency/art-residency-general/,,Destacar,"November 29, 2024",No,,,,"Green Olive Arts Residency in Tetouan, Morocco",Green Olive Arts,0,,,
Green Prod Award: convocatoria ecológica,Convocatoria de productos y conceptos ecológicos,,https://www.recursosculturales.com/green-product-award/,,,"August 31, 2024",No,,,,Green Product Award: convocatoria de productos y conceptos ecológicos,,0,,,
Grup d'Acció Creativa GAC,"Grup d'Acció Creativa GAC, Premio Internacional de Fotografía, Residencias Artísticas",España,https://www.arteinformado.com/agenda/f/grup-daccio-creativa-gac-233490,,,"November 15, 2024",Yes,,,,Grup d'Acció Creativa GAC,,0,,,
Guia comunicação projeto,,,https://europacriativa.eu/noticias/detalhe/1365-guia-how-to-communicate-your-project-disponivel-em-portugues,,,,No,,,,Guia “How to communicate your project” disponível em português ,Europa Criativa,0,,,
Financ. Cult. CulturEU,,,https://www.recursosculturales.com/guia-cultureu-financiacion/,,,,No,,,,Guía CulturEU de financiación para las industrias culturales,,0,,,
Mov. int. cultura Esp. 2024,Recursos,,https://www.recursosculturales.com/guia-movilidad-para-cultura/,,Destacar,,No,,,,Guía sobre movilidad internacional para cultura desde y en España 2024,,0,,,
Hackeando el Sistema - Exposición,,,https://www.arteinformado.com/agenda/f/hackeando-el-sistema-arte-sin-precio-pero-con-valor-convocatoria-de-exposicion-subasta-de-navidad-234020,,,,No,,,,Hackeando el Sistema - Arte sin Precio pero con Valor (Convocatoria de Exposición + Subasta de Navidad),Convocatoria de Exposición + Subasta de Navidad,0,,,
Haunted Gallery 928,,,https://forms.gle/E374UgBxygUQf8Df8,,,"October 14, 2024",No,,,,Haunted Gallery 928 Submission Form,,0,,,
,fotografía,Australia,https://www.recursosculturales.com/head-on-photo-awards/,,,"August 18, 2024",No,,,,Head On Photo Awards | Open for Entries | convocatoria abierta,,0,,,
,,,https://hipermedula.org/2024/09/hibrida-laboratorio-de-experimentacion-indisciplinario/,,,,No,,,,"Híbrida, Laboratorio de experimentación (in)disciplinario",,0,,,
HIPA 2024,fotografía,,https://hipa.ae/award/sustainability-hipa-award-2024,,,"July 1, 2024",No,,,,HIPA 2024 – International Photography Award,,0,,,
Cultura y Creatividad,"Artificial Intelligence, Innovación",,https://culture.ec.europa.eu/,,Destacar,,No,,,,Home - Culture and Creativity,,0,,,
Artistas,,,https://www.doccoimbra.com/,,,,No,,,,HOME | DOC COIMBRA,,0,,,
H. Based Prg.,Programa de Residencia en Casa,España,https://app.datarte.art/convocatorias/home-based-program-2024,,,"February 20, 2025",Yes,,,,Home Based Program,Gob. de España,0,,,
Humanidades Ambientales,Becas De Grado,Argentina,https://hipermedula.org/2024/07/humanidades-ambientales-en-el-cruce-del-arte-y-la-tecnologia-2/,,,"July 26, 2024",No,,,,Humanidades Ambientales en el cruce del Arte y la Tecnología,,0,,,
HUMANS LANDSCAPES,"Arte Digital, Becas de Intercambio",Global,https://www.loosenart.com/pages/calls,,,"July 27, 2024",No,,,,HUMANS LANDSCAPES,,0,,,
Hypatia-in-the-Woods,,,https://hypatiainthewoods.org/apply/,,,"August 17, 2024",No,,,,Hypatia-in-the-Woods Residency,,0,,,
I Bienal Esc. La Granadella,,,https://www.arteinformado.com/agenda/f/i-bienal-de-escultura-de-la-granadella-234438,,,,No,,,,I Bienal de Escultura de La Granadella,Bienal de Escultura de La Granadella,0,,,
I Biennal de Gravat M. Boix,,,https://www.lalcudia.com/web/index.php?option=com_content&view=article&id=1228:i-biennal-de-gravat-manuel-boix&catid=106:noticies&Itemid=1100,,,"October 2, 2024",No,,,,I BIENNAL DE GRAVAT MANUEL BOIX,,0,,,
I Concurso Colección Twin G.,,,https://www.arteinformado.com/agenda/f/i-concurso-coleccion-twin-gallery-232091,,,,No,,,,I Concurso Colección Twin Gallery,,0,,,
Concurso Fotográfico “Un paraíso”,"Concurso Fotográfico, concurso de fotografía, fotografía",España,https://www.arteinformado.com/agenda/f/i-edicion-del-concurso-fotografico-un-paraiso-ilimitado-233646,,,"November 25, 2024",Yes,,,,I edición del Concurso Fotográfico “Un paraíso ilimitado”,Concurso Fotográfico “Un paraíso ilimitado”,0,,,
Premio AEDAS Homes Pintura,,,https://www.aedashomes.com/realismovallisoletano,,,"December 20, 2024",No,,,,I Premio AEDAS Homes de Pintura de la Ciudad de Va...,,0,,,
Premio AEDAS Homes Pintura,Concurso de Pintura,,https://www.aedashomes.com/goyatoday,,,"October 30, 2024",No,,,,I Premio AEDAS Homes de Pintura de la Ciudad de Za...,,0,,,
Premio AEDAS Homes Pintura,"Pintura, Premio Internacional, exposición colectiva",España,https://www.arteinformado.com/agenda/f/i-premio-aedas-homes-de-pintura-de-la-ciudad-de-zaragoza-goya-today-232686,,,"October 31, 2024",No,,,,I Premio AEDAS Homes de Pintura de la Ciudad de Zaragoza: Goya Today,,0,,,
Premio Dramaturgia Alfonso J.,"Dramaturgos, Premio Literario, recursos culturales",España,https://www.recursosculturales.com/premio-de-dramaturgia-alfonso-jimenez-romero/,,,"December 15, 2024",Yes,,,,I Premio de Dramaturgia Alfonso Jiménez Romero,Alfonso Jiménez Romero,0,,,
Premio Pintura Puy du Fou,"Concurso de Pintura, Premio de Pintura, Puy du Fou",España,https://www.arteinformado.com/agenda/f/i-premio-de-pintura-de-puy-du-fou-espana-234116,,,"January 15, 2025",Yes,,,,I Premio de Pintura de Puy du Fou España,Puy du Fou España,0,,,
Premio Internacional Cerámica,"Arte, Premio Internacional, oportunidad para artistas",,https://www.arteinformado.com/agenda/f/i-premio-internacional-de-ceramica-contemporanea-234120,,,"November 30, 2024",No,,,,I Premio Internacional de Cerámica Contemporánea,Premio Internacional de Cerámica Contemporánea,0,,,
Premios Hexagonal,,,https://hexagonalinnova.net/i-premios-hexagonal-2024/,,,,No,,,,I Premios Hexagonal de Innovación & Creación Artís...,,0,,,
Salón Entrecruce Grabado Textil,Grabado Textil,,https://www.recursosculturales.com/salon-entrecruce-grabado-textil/,,,"September 6, 2024",No,,,,I Salón Entrecruce Grabado Textil convocado por el CAAT,,0,,,
Salón Textil Internacional,,,https://caat.org.ar/convocatorias/i-salon-textil-internacional-territorios-al-sur-argentina-chile-y-uruguay/,,,"October 18, 2024",No,,,,I Salón Textil Internacional Territorios al Sur (A...,,0,,,
IACA Mini-Grnts,oportunidad para artistas,Estados Unidos,https://www.integrityaca.org/grantprogram.html,,,"August 16, 2024",No,,,,IACA Mini-Grants,,0,,,
IAREX l'ATELIER OPEN CALL,"IAREX l'ATELIER, convocatoria internacional, residencia artística",Francia,https://www.internationalartistsresidencyexchange.com/program-information.php,,,,No,,,,IAREX l'ATELIER OPEN CALL,IAREX,0,,,
,Residencia para artistas,Iberoamérica,https://www.recursosculturales.com/ayuda-ibermusicas-instituciones-residencias/,,,"October 1, 2024",No,,,,Ibermúsicas abre convocatoria de ayuda a instituciones para residencias,,0,,,
Ibermúsicas 2024,Artistas,Iberoamérica,https://www.recursosculturales.com/ibermusicas-ayudas-programacion-iberoamericana/,,,"October 1, 2024",No,,,,Ibermúsicas abre convocatoria de ayuda a la programación musical 2024,,0,,,
Ibermúsicas 2024 ayudas,Artistas,Iberoamérica,https://www.recursosculturales.com/ibermusicas-convocatorias/,,,"September 15, 2024",No,,,,Ibermúsicas abrió sus convocatorias 2024 de ayudas al sector musical,,0,,,
Ibermúsicas: especialización,Educación Artística,Iberoamérica,https://www.recursosculturales.com/ibermusicas-ayudas-especializacion-formacion/,,,"October 1, 2024",No,,,,Ibermúsicas: ayuda a la especialización y el perfeccionamiento artístico y técnico,,0,,,
,,,https://www.instavel.pt/icodaco/,,,,No,,,,iCoDaCo,,0,,,
IDA Doc Awards 2024,,,https://www.documentary.org/awards2024,,,,No,,,,IDA Documentary Awards 2024,,0,,,
Identidad Urb,Identidad Urbana,España,https://www.arteinformado.com/agenda/f/identidad-urbana-233626,,,"October 20, 2024",No,,,,Identidad Urbana,,0,,,
IHRAM Calls & Submissions,Convocatorias,,https://humanrightsartmovement.org/ihraf-publishes,,,"July 1, 2024",No,,,,IHRAM Publishes / Calls & Submissions,,0,,,
Concurso Arte Creadoras 2024-25,"Arte contemporáneo, Concurso, Premio Internacional de Fotografía",España,https://www.arteinformado.com/agenda/f/ii-concurso-de-arte-contemporaneo-creadoras-2024-2025-transformaciones-humanidad-231867,,,"December 31, 2024",Yes,,,,II Concurso de Arte Contemporáneo Creadoras 2024-2025 - Transformaciones: Humanidad,Creadoras,0,,,
Concurso cartel cortos Bujaraloz,,,https://www.recursosculturales.com/concurso-cartel-anunciador-cortometrajes-bujaraloz/,,,"October 11, 2024",No,,,,II Concurso de creación del cartel anunciador del XVII Certamen de Cortometrajes de Bujaraloz,,0,,,
Concurso Fotografía Turismo,,,https://www.arteinformado.com/agenda/f/ii-concurso-de-fotografia-turismo-para-un-planeta-mejor-atf-turisferr-231726,,,,No,,,,II Concurso de Fotografía “Turismo para un planeta mejor” ATF Turisferr,,0,,,
II Conc. Pintura Mística,,,https://www.arteinformado.com/agenda/f/ii-concurso-de-pintura-mistica-230596,,,,No,,,,II Concurso de Pintura Mística,,0,,,
Miniprint Intl Galicia 2024,,,https://miniprint-galicia.gal/es/inicio-3/,,,"August 18, 2024",No,,,,II Miniprint Internacional Galicia 2024,,0,,,
II Premio Ars Sacra Pintura,,,https://www.arteinformado.com/agenda/f/ii-premio-ars-sacra-de-pintura-234285,,,,No,,,,II Premio Ars Sacra de Pintura,Premio Ars Sacra,0,,,
II PREMIO DE ESCULTURA FUNDACIÓN BOSCH AYMERICH 20...,"Premio de Escultura, escultura",,https://fundacioboschaymerich.org/es/premio-de-escultura/,,,"July 23, 2024",No,,,,II PREMIO DE ESCULTURA FUNDACIÓN BOSCH AYMERICH 20...,,0,,,
II Premio de Fotografía Paisaje Giennense,,,https://www.dipujaen.es/conoce-diputacion/areas-organismos-empresas/ieg/premios/,,,,No,,,,II PREMIO DE FOTOGRAFÍA SOBRE EL PAISAJE GIENNENSE,,0,,,
II Prem. Nac. Pintura Omorfia,"Arte, Concurso de Pintura, Premio Nacional de Pintura",España,https://www.arteinformado.com/agenda/f/ii-premio-nacional-de-pintura-omorfia-ciudad-de-cadiz-233036,,,"October 31, 2024",No,,,,II Premio Nacional de Pintura Omorfia Ciudad de Cádiz,,0,,,
,,,https://app.datarte.art/convocatorias/centro-argentino-de-arte-textil-376,,,,No,,,,II Salón Virtual de Fotografía con Imagen Textil,,0,,,
II Salón Virtual de Fotografía con Imagen y/o Intervención Textil,fotografía,Global,https://caat.org.ar/convocatorias/ii-salon-virtual-de-fotografia-con-imagen-y-o-intervencion-textil/,,,"July 13, 2024",No,,,,II Salón Virtual de Fotografía con Imagen y/o Inte...,,0,,,
Cert. Lit. “La Torre Quevedo”,"Certamen Nacional, Premio Literario, convocatoria",,https://www.recursosculturales.com/certamen-literario-la-torre-desde-quevedo-2/,,,"September 30, 2024",No,,,,III Certamen Literario “La Torre desde Quevedo”,,0,,,
III Conc. Int. Esc. ICRE: Transf.,"Concurso Internacional de Escultura, Transformación, escultura",España,https://www.arteinformado.com/agenda/f/iii-concurso-internacional-de-escultura-icre-transformacion-233512,,,"May 18, 2025",Yes,,,,III Concurso Internacional de Escultura ICRE: Transformación,ICRE,0,,,
Concurso Pintura Rápida Albuixech,,,https://www.arteinformado.com/agenda/f/iii-concurso-nacional-de-pintura-rapida-de-albuixech-232980,,,,No,,,,III Concurso Nacional de Pintura Rápida de Albuixech,,0,,,
III Ed. Fotografía Alberto Galán,,,https://ufca.es/iii-edicion-de-la-beca-de-fotografia-alberto-galan/,,,,No,,,,III EDICIÓN BECA DE FOTOGRAFÍA ALBERTO GALÁN,,0,,,
III Ed. Cert. Nacional Artes Pl.,,,https://circul-art.es/,,,"October 1, 2024",No,,,,III EDICIÓN CERTAMEN NACIONAL DE ARTES PLÁSTICAS C...,,0,,,
Concurso de Arte “Viznarte”,,,https://ayuntamientodeviznar.es/,,,"November 29, 2024",No,,,,III Edición del Concurso de Arte “Viznarte” 2024-2...,,0,,,
III MUESTRA CINE POÉTICO,Artistas,España,https://app.datarte.art/convocatorias/maldito-festival-de-videopoesia-315,,,"August 21, 2024",No,,,,III MUESTRA INTERNACIONAL DE CINE POÉTICO,,0,,,
III Open Call Muralismo 2031,,,https://www.arteinformado.com/agenda/f/iii-open-call-muralismo-burgos-2031-233953,,,,No,,,,III Open Call muralismo Burgos 2031,Gob. de Burgos,0,,,
Premio Almuzara Pintura,,,https://almuzaralibros.com/premios.php?edi=1,,,"October 2, 2024",No,,,,III PREMIO ALMUZARA DE PINTURA,,0,,,
Premio Traducción Literaria,Traducción,Iberoamérica,https://www.recursosculturales.com/premio-traduccion-literaria-aquelarre-ediciones/,,,"July 31, 2024",No,,,,III Premio Hispanoamericano de Traducción Literaria Aquelarre Ediciones,,0,,,
III Premio Internacional Grabado,,,https://fundacionantonioperez.com/eventos/iii-premio-internacional-de-grabado-de-castilla-la-mancha/,,,"October 8, 2024",No,,,,III Premio Internacional de Grabado de Castilla- L...,,0,,,
III Premio Internacional Grabado,,,https://www.arteinformado.com/agenda/f/iii-premio-internacional-de-grabado-de-castilla-la-mancha-231275,,,,No,,,,III Premio Internacional de Grabado de Castilla- La Mancha,,0,,,
III Premio José Gordillo,"Premio Internacional, Premio Internacional de Pintura, exposición colectiva",España,https://www.arteinformado.com/agenda/f/iii-premio-internacional-de-pintura-jose-gordillo-234353,,,"January 8, 2025",Yes,,,,"III Premio Internacional de Pintura ""José Gordillo""",Asociación José Gordillo,0,,,
Img Reg 10,,,"https://validate.perfdrive.com/7ae6c71cf9a39216e0012edc82d9361f/?ssa=cf8327c2-e701-48ad-9076-af8e0f30694b&ssb=22321335351&ssc=https%3A%2F%2Fwww.banrepcultural.org%2Fprogramas%2Fimagen-regional%2Fimagen-regional-10&ssi=44e7df7b-c583-43e6-9cb1-afb472467496&ssk=support@shieldsquare.com&ssm=47202049734115473102988573621000&ssn=2ad4d68d8f66ca27a56da05f129a6649cd240d46f956-c7d5-48e2-8932a3&sso=8ed96017-4ec9ca0d9d2cd49e5e424ee196eedada7e4e461b6d05eee5&ssp=45293568951724681515172466328682468&ssq=25362892414300748936924143850321709166506&ssr=MTkwLjIxMC4xOTIuMjM2&sst=Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20HeadlessChrome/125.0.6422.26%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImJhbnJlcGN1bHR1cmFsLm9yZyIsIl9fdXptZiI6IjdmNjAwMGUyNmYyN2YxLTk1ZWEtNDUxNi1iNTI4LWQ2MGMzNDg1ZjgzNjE3MjQ2MjQxNDMzMzIwLWI0N2RjMGRhNGQ1YjViNWExMCIsInV6bXgiOiI3ZjkwMDA3MzFhNjJiYS00NDkwLTQ5NjctYjI5Yy0xMTE2MmMwZTBiODMxLTE3MjQ2MjQxNDMzMzIwLTBhYjc1MWUyZTU2YzdkY2UxMCJ9",,,"August 31, 2024",No,,,,Imagen Regional 10,,0,,,
Incub. 2024,Artificial Intelligence,,https://encc.eu/articles/incubator-2024,,,"June 23, 2024",No,,,,Incubator 2024,,0,,,
Índice Redes Culturales,,,https://opac.cies.iscte-iul.pt/indice-redes-culturais,,,,No,,,,Índice de Redes Culturais | OPAC,,0,,,
Indie - Casa Cheia,,,https://subdomain.casacheia.pt/indie/,,,,No,,,,"Indie  - Casa Cheia ",,0,,,
Artistas en Lisboa,,,https://informacoeseservicos.lisboa.pt/fileadmin/informacoes_servicos/pedidos/apoio_institucional/raaml_-_nova_versao_v20_9.pdf,,,,No,,,,informacoeseservicos.lisboa.pt,,0,,,
Innovate Grant,"Subvenciones trimestrales, recursos culturales",Estados Unidos,https://www.recursosculturales.com/innovate-grant/,,,"September 12, 2024",No,,,,Innovate Grant apoya a artistas y fotógrafos a través de subvenciones trimestrales,,0,,,
Innuendo,Artistas,,https://www.ekmgallery.co.uk/opencalls,,,"June 27, 2024",No,,,,Innuendo,,0,,,
Especialización en Asist. Dir. Audiovis.,,,https://www.recursosculturales.com/especializacion-asistencia-direccion-audiovisual/,,,,No,,,,Inscripciones abiertas para la Especialización en Asistencia de Dirección Audiovisual,,0,,,
Eco Artist Interviews,,,https://www.insightsofayoungecologicalartist.com/copy-of-about,,,"January 1, 2025",No,,,,Insights of an Eco Artist Interviews,,0,,,
Inteligencia artificial y caos visual,,,https://hipermedula.org/2024/08/inteligencia-artificial-mitologia-maquinica-y-caos-en-el-ecosistema-visual/,,,,No,,,,Inteligencia artificial: Mitología maquínica y caos visual,,0,,,
Int. Art Prize 2024,Premio Internacional,,https://www.winsornewton.com/uk/paul-smiths-foundation-winsor-newton/,,,"July 1, 2024",No,,,,International Art Prize 2024,,0,,,
International Artist Open Call,"Open Call, concurso de arte, convocatoria internacional",Virtual,https://www.internationalartist.com/competitions,,,"November 13, 2024",Yes,,,,"International Artist Online Magazine Open Call: ""I...",Revista Internacional de Artistas,0,,,
,,,,,,,No,,,,International Juried Photography Call for Entry: A...,,0,,,
Exhibición Fotográfica Internacional,,,https://www.praxisphotocenter.org/main-sub-no-3,,,"August 6, 2024",No,,,,International Juried Photography Exhibition: THE S...,,0,,,
Comp. Intern. de Arte 2024,,,https://www.art-unlimited.co.uk/terms-and-conditions,,,"August 2, 2024",No,,,,International Open Art Competition 2024,,0,,,
Int. Residence,Residencia para artistas,,http://westside.pilotenkueche.net/pilots/international-residence-program/,,,"July 1, 2024",No,,,,INTERNATIONAL RESIDENCE PROGRAM,,0,,,
